doc_id,arxiv_id,pdf_filename,pdf_url,file_exists,file_size_kb,query_count,sample_query,document_type
2410.05533v3,Distractor:2410.05533v3,2410.05533v3.pdf,N/A (Distractor),True,380.9,0,N/A (Distractor),distractor
2401.10266v3,Distractor:2401.10266v3,2401.10266v3.pdf,N/A (Distractor),True,1034.0,0,N/A (Distractor),distractor
2412.12404v2,Distractor:2412.12404v2,2412.12404v2.pdf,N/A (Distractor),True,2914.7,0,N/A (Distractor),distractor
2404.02463v3,Distractor:2404.02463v3,2404.02463v3.pdf,N/A (Distractor),True,915.0,0,N/A (Distractor),distractor
2411.11183v5,Distractor:2411.11183v5,2411.11183v5.pdf,N/A (Distractor),True,753.9,0,N/A (Distractor),distractor
2404.15391v2,Distractor:2404.15391v2,2404.15391v2.pdf,N/A (Distractor),True,1001.4,0,N/A (Distractor),distractor
2412.10199v1,Distractor:2412.10199v1,2412.10199v1.pdf,N/A (Distractor),True,667.8,0,N/A (Distractor),distractor
2404.03253v3,Distractor:2404.03253v3,2404.03253v3.pdf,N/A (Distractor),True,1277.8,0,N/A (Distractor),distractor
2412.12498v3,Distractor:2412.12498v3,2412.12498v3.pdf,N/A (Distractor),True,3419.3,0,N/A (Distractor),distractor
2410.00248v3,Distractor:2410.00248v3,2410.00248v3.pdf,N/A (Distractor),True,517.5,0,N/A (Distractor),distractor
2412.20175v1,Distractor:2412.20175v1,2412.20175v1.pdf,N/A (Distractor),True,2044.8,0,N/A (Distractor),distractor
2405.09298v5,Distractor:2405.09298v5,2405.09298v5.pdf,N/A (Distractor),True,3180.5,0,N/A (Distractor),distractor
2408.17278v2,Distractor:2408.17278v2,2408.17278v2.pdf,N/A (Distractor),True,840.7,0,N/A (Distractor),distractor
2401.11158v1,Distractor:2401.11158v1,2401.11158v1.pdf,N/A (Distractor),True,228.3,0,N/A (Distractor),distractor
2410.01760v2,Distractor:2410.01760v2,2410.01760v2.pdf,N/A (Distractor),True,534.6,0,N/A (Distractor),distractor
2409.12067v4,Distractor:2409.12067v4,2409.12067v4.pdf,N/A (Distractor),True,3195.6,0,N/A (Distractor),distractor
2403.01130v3,Distractor:2403.01130v3,2403.01130v3.pdf,N/A (Distractor),True,9294.1,0,N/A (Distractor),distractor
2410.23705v3,Distractor:2410.23705v3,2410.23705v3.pdf,N/A (Distractor),True,4344.0,0,N/A (Distractor),distractor
2407.19618v3,Distractor:2407.19618v3,2407.19618v3.pdf,N/A (Distractor),True,866.9,0,N/A (Distractor),distractor
2406.08965v4,Distractor:2406.08965v4,2406.08965v4.pdf,N/A (Distractor),True,390.5,0,N/A (Distractor),distractor
2402.14527v2,Distractor:2402.14527v2,2402.14527v2.pdf,N/A (Distractor),True,2674.5,0,N/A (Distractor),distractor
2412.16655v1,Distractor:2412.16655v1,2412.16655v1.pdf,N/A (Distractor),True,505.5,0,N/A (Distractor),distractor
2410.12359v2,Distractor:2410.12359v2,2410.12359v2.pdf,N/A (Distractor),True,2621.3,0,N/A (Distractor),distractor
2407.19135v3,Distractor:2407.19135v3,2407.19135v3.pdf,N/A (Distractor),True,2690.5,0,N/A (Distractor),distractor
2403.09554v2,Distractor:2403.09554v2,2403.09554v2.pdf,N/A (Distractor),True,10238.9,0,N/A (Distractor),distractor
2412.05786v2,Distractor:2412.05786v2,2412.05786v2.pdf,N/A (Distractor),True,10553.5,0,N/A (Distractor),distractor
2402.04660v3,Distractor:2402.04660v3,2402.04660v3.pdf,N/A (Distractor),True,4381.0,0,N/A (Distractor),distractor
2410.19961v2,Distractor:2410.19961v2,2410.19961v2.pdf,N/A (Distractor),True,331.5,0,N/A (Distractor),distractor
2402.05230v3,Distractor:2402.05230v3,2402.05230v3.pdf,N/A (Distractor),True,402.3,0,N/A (Distractor),distractor
2412.17924v2,Distractor:2412.17924v2,2412.17924v2.pdf,N/A (Distractor),True,199.9,0,N/A (Distractor),distractor
2412.20173v3,Distractor:2412.20173v3,2412.20173v3.pdf,N/A (Distractor),True,201.9,0,N/A (Distractor),distractor
2405.01214v4,Distractor:2405.01214v4,2405.01214v4.pdf,N/A (Distractor),True,5744.0,0,N/A (Distractor),distractor
2412.01124v2,Distractor:2412.01124v2,2412.01124v2.pdf,N/A (Distractor),True,17806.0,0,N/A (Distractor),distractor
2405.17113v4,Distractor:2405.17113v4,2405.17113v4.pdf,N/A (Distractor),True,293.1,0,N/A (Distractor),distractor
2405.10289v6,Distractor:2405.10289v6,2405.10289v6.pdf,N/A (Distractor),True,642.2,0,N/A (Distractor),distractor
2410.14059v3,Distractor:2410.14059v3,2410.14059v3.pdf,N/A (Distractor),True,5536.1,0,N/A (Distractor),distractor
2402.03560v2,Distractor:2402.03560v2,2402.03560v2.pdf,N/A (Distractor),True,4666.1,0,N/A (Distractor),distractor
2411.19029v2,Distractor:2411.19029v2,2411.19029v2.pdf,N/A (Distractor),True,24306.1,0,N/A (Distractor),distractor
2402.04355v3,Distractor:2402.04355v3,2402.04355v3.pdf,N/A (Distractor),True,3753.2,0,N/A (Distractor),distractor
2411.16862v2,Distractor:2411.16862v2,2411.16862v2.pdf,N/A (Distractor),True,2587.7,0,N/A (Distractor),distractor
2406.11703v3,Distractor:2406.11703v3,2406.11703v3.pdf,N/A (Distractor),True,13043.2,0,N/A (Distractor),distractor
2410.06175v2,Distractor:2410.06175v2,2410.06175v2.pdf,N/A (Distractor),True,446.0,0,N/A (Distractor),distractor
2408.15377v3,Distractor:2408.15377v3,2408.15377v3.pdf,N/A (Distractor),True,926.5,0,N/A (Distractor),distractor
2411.05484v3,Distractor:2411.05484v3,2411.05484v3.pdf,N/A (Distractor),True,436.9,0,N/A (Distractor),distractor
2409.19981v3,Distractor:2409.19981v3,2409.19981v3.pdf,N/A (Distractor),True,470.5,0,N/A (Distractor),distractor
2408.00591v5,Distractor:2408.00591v5,2408.00591v5.pdf,N/A (Distractor),True,3188.8,0,N/A (Distractor),distractor
2402.05420v7,Distractor:2402.05420v7,2402.05420v7.pdf,N/A (Distractor),True,1069.0,0,N/A (Distractor),distractor
2411.17571v2,Distractor:2411.17571v2,2411.17571v2.pdf,N/A (Distractor),True,17141.1,0,N/A (Distractor),distractor
2407.02930v4,Distractor:2407.02930v4,2407.02930v4.pdf,N/A (Distractor),True,9516.1,0,N/A (Distractor),distractor
2406.06135v2,Distractor:2406.06135v2,2406.06135v2.pdf,N/A (Distractor),True,217.0,0,N/A (Distractor),distractor
2402.16428v2,Distractor:2402.16428v2,2402.16428v2.pdf,N/A (Distractor),True,666.4,0,N/A (Distractor),distractor
2410.14789v2,Distractor:2410.14789v2,2410.14789v2.pdf,N/A (Distractor),True,662.5,0,N/A (Distractor),distractor
2402.09895v2,Distractor:2402.09895v2,2402.09895v2.pdf,N/A (Distractor),True,1372.5,0,N/A (Distractor),distractor
2408.10609v3,Distractor:2408.10609v3,2408.10609v3.pdf,N/A (Distractor),True,1339.3,0,N/A (Distractor),distractor
2410.01351v2,Distractor:2410.01351v2,2410.01351v2.pdf,N/A (Distractor),True,780.6,0,N/A (Distractor),distractor
2407.11475v3,Distractor:2407.11475v3,2407.11475v3.pdf,N/A (Distractor),True,570.6,0,N/A (Distractor),distractor
2408.09420v5,Distractor:2408.09420v5,2408.09420v5.pdf,N/A (Distractor),True,1411.1,0,N/A (Distractor),distractor
2408.02956v2,Distractor:2408.02956v2,2408.02956v2.pdf,N/A (Distractor),True,9504.5,0,N/A (Distractor),distractor
2402.04990v5,Distractor:2402.04990v5,2402.04990v5.pdf,N/A (Distractor),True,133.4,0,N/A (Distractor),distractor
2407.09542v2,Distractor:2407.09542v2,2407.09542v2.pdf,N/A (Distractor),True,3855.9,0,N/A (Distractor),distractor
2407.14272v2,Distractor:2407.14272v2,2407.14272v2.pdf,N/A (Distractor),True,10208.0,0,N/A (Distractor),distractor
2407.15423v3,Distractor:2407.15423v3,2407.15423v3.pdf,N/A (Distractor),True,348.5,0,N/A (Distractor),distractor
2412.01145v2,Distractor:2412.01145v2,2412.01145v2.pdf,N/A (Distractor),True,876.5,0,N/A (Distractor),distractor
2411.11022v4,Distractor:2411.11022v4,2411.11022v4.pdf,N/A (Distractor),True,3407.5,0,N/A (Distractor),distractor
2406.09325v6,Distractor:2406.09325v6,2406.09325v6.pdf,N/A (Distractor),True,1757.6,0,N/A (Distractor),distractor
2406.17331v2,Distractor:2406.17331v2,2406.17331v2.pdf,N/A (Distractor),True,586.1,0,N/A (Distractor),distractor
2401.09874v2,Distractor:2401.09874v2,2401.09874v2.pdf,N/A (Distractor),True,2768.2,0,N/A (Distractor),distractor
2412.00102v2,Distractor:2412.00102v2,2412.00102v2.pdf,N/A (Distractor),True,2443.9,0,N/A (Distractor),distractor
2411.15913v2,Distractor:2411.15913v2,2411.15913v2.pdf,N/A (Distractor),True,3640.7,0,N/A (Distractor),distractor
2408.14666v5,Distractor:2408.14666v5,2408.14666v5.pdf,N/A (Distractor),True,754.8,0,N/A (Distractor),distractor
2408.06883v3,Distractor:2408.06883v3,2408.06883v3.pdf,N/A (Distractor),True,1391.7,0,N/A (Distractor),distractor
2408.08069v2,Distractor:2408.08069v2,2408.08069v2.pdf,N/A (Distractor),True,15008.2,0,N/A (Distractor),distractor
2403.03947v2,Distractor:2403.03947v2,2403.03947v2.pdf,N/A (Distractor),True,5619.7,0,N/A (Distractor),distractor
2407.05196v2,Distractor:2407.05196v2,2407.05196v2.pdf,N/A (Distractor),True,358.0,0,N/A (Distractor),distractor
2410.15477v2,Distractor:2410.15477v2,2410.15477v2.pdf,N/A (Distractor),True,12112.5,0,N/A (Distractor),distractor
2412.15053v2,Distractor:2412.15053v2,2412.15053v2.pdf,N/A (Distractor),True,1062.6,0,N/A (Distractor),distractor
2408.10963v4,Distractor:2408.10963v4,2408.10963v4.pdf,N/A (Distractor),True,669.6,0,N/A (Distractor),distractor
2408.12540v2,Distractor:2408.12540v2,2408.12540v2.pdf,N/A (Distractor),True,5981.6,0,N/A (Distractor),distractor
2408.15015v2,Distractor:2408.15015v2,2408.15015v2.pdf,N/A (Distractor),True,953.5,0,N/A (Distractor),distractor
2406.10760v2,Distractor:2406.10760v2,2406.10760v2.pdf,N/A (Distractor),True,520.3,0,N/A (Distractor),distractor
2407.17517v3,Distractor:2407.17517v3,2407.17517v3.pdf,N/A (Distractor),True,393.0,0,N/A (Distractor),distractor
2408.14625v2,Distractor:2408.14625v2,2408.14625v2.pdf,N/A (Distractor),True,1920.7,0,N/A (Distractor),distractor
2402.13117v4,Distractor:2402.13117v4,2402.13117v4.pdf,N/A (Distractor),True,1037.7,0,N/A (Distractor),distractor
2410.10720v3,Distractor:2410.10720v3,2410.10720v3.pdf,N/A (Distractor),True,2228.4,0,N/A (Distractor),distractor
2412.11278v2,Distractor:2412.11278v2,2412.11278v2.pdf,N/A (Distractor),True,480.2,0,N/A (Distractor),distractor
2404.09309v4,Distractor:2404.09309v4,2404.09309v4.pdf,N/A (Distractor),True,832.1,0,N/A (Distractor),distractor
2404.07630v4,Distractor:2404.07630v4,2404.07630v4.pdf,N/A (Distractor),True,4631.1,0,N/A (Distractor),distractor
2411.03257v3,Distractor:2411.03257v3,2411.03257v3.pdf,N/A (Distractor),True,796.8,0,N/A (Distractor),distractor
2406.11605v2,Distractor:2406.11605v2,2406.11605v2.pdf,N/A (Distractor),True,509.2,0,N/A (Distractor),distractor
2404.07452v2,Distractor:2404.07452v2,2404.07452v2.pdf,N/A (Distractor),True,1322.7,0,N/A (Distractor),distractor
2411.07732v1,Distractor:2411.07732v1,2411.07732v1.pdf,N/A (Distractor),True,801.0,0,N/A (Distractor),distractor
2402.13933v3,Distractor:2402.13933v3,2402.13933v3.pdf,N/A (Distractor),True,8618.0,0,N/A (Distractor),distractor
2402.14274v2,Distractor:2402.14274v2,2402.14274v2.pdf,N/A (Distractor),True,813.3,0,N/A (Distractor),distractor
2412.10947v1,Distractor:2412.10947v1,2412.10947v1.pdf,N/A (Distractor),True,882.7,0,N/A (Distractor),distractor
2410.19202v2,Distractor:2410.19202v2,2410.19202v2.pdf,N/A (Distractor),True,1333.8,0,N/A (Distractor),distractor
2404.01906v3,Distractor:2404.01906v3,2404.01906v3.pdf,N/A (Distractor),True,545.1,0,N/A (Distractor),distractor
2405.17446v4,Distractor:2405.17446v4,2405.17446v4.pdf,N/A (Distractor),True,3301.1,0,N/A (Distractor),distractor
2411.03871v4,Distractor:2411.03871v4,2411.03871v4.pdf,N/A (Distractor),True,789.9,0,N/A (Distractor),distractor
2412.18030v1,Distractor:2412.18030v1,2412.18030v1.pdf,N/A (Distractor),True,2547.5,0,N/A (Distractor),distractor
2409.00812v2,Distractor:2409.00812v2,2409.00812v2.pdf,N/A (Distractor),True,654.2,0,N/A (Distractor),distractor
2406.14320v3,Distractor:2406.14320v3,2406.14320v3.pdf,N/A (Distractor),True,466.8,0,N/A (Distractor),distractor
2412.09662v1,Distractor:2412.09662v1,2412.09662v1.pdf,N/A (Distractor),True,219.7,0,N/A (Distractor),distractor
2410.00527v4,Distractor:2410.00527v4,2410.00527v4.pdf,N/A (Distractor),True,6032.6,0,N/A (Distractor),distractor
2406.03473v3,Distractor:2406.03473v3,2406.03473v3.pdf,N/A (Distractor),True,2901.5,0,N/A (Distractor),distractor
2404.02057v3,Distractor:2404.02057v3,2404.02057v3.pdf,N/A (Distractor),True,225.1,0,N/A (Distractor),distractor
2410.13669v3,Distractor:2410.13669v3,2410.13669v3.pdf,N/A (Distractor),True,3833.4,0,N/A (Distractor),distractor
2407.15908v2,Distractor:2407.15908v2,2407.15908v2.pdf,N/A (Distractor),True,3312.1,0,N/A (Distractor),distractor
2412.17005v1,Distractor:2412.17005v1,2412.17005v1.pdf,N/A (Distractor),True,606.4,0,N/A (Distractor),distractor
2402.00186v3,Distractor:2402.00186v3,2402.00186v3.pdf,N/A (Distractor),True,5782.2,0,N/A (Distractor),distractor
2410.20712v3,Distractor:2410.20712v3,2410.20712v3.pdf,N/A (Distractor),True,7347.0,0,N/A (Distractor),distractor
2410.18343v3,Distractor:2410.18343v3,2410.18343v3.pdf,N/A (Distractor),True,480.8,0,N/A (Distractor),distractor
2403.09265v6,Distractor:2403.09265v6,2403.09265v6.pdf,N/A (Distractor),True,6044.6,0,N/A (Distractor),distractor
2406.10719v5,Distractor:2406.10719v5,2406.10719v5.pdf,N/A (Distractor),True,16657.9,0,N/A (Distractor),distractor
2405.01195v4,Distractor:2405.01195v4,2405.01195v4.pdf,N/A (Distractor),True,1036.8,0,N/A (Distractor),distractor
2412.12051v2,Distractor:2412.12051v2,2412.12051v2.pdf,N/A (Distractor),True,568.2,0,N/A (Distractor),distractor
2401.15228v2,Distractor:2401.15228v2,2401.15228v2.pdf,N/A (Distractor),True,664.6,0,N/A (Distractor),distractor
2409.07275v2,Distractor:2409.07275v2,2409.07275v2.pdf,N/A (Distractor),True,432.0,0,N/A (Distractor),distractor
2407.01326v3,Distractor:2407.01326v3,2407.01326v3.pdf,N/A (Distractor),True,1687.8,0,N/A (Distractor),distractor
2403.14199v2,Distractor:2403.14199v2,2403.14199v2.pdf,N/A (Distractor),True,335.5,0,N/A (Distractor),distractor
2410.13059v2,Distractor:2410.13059v2,2410.13059v2.pdf,N/A (Distractor),True,1712.3,0,N/A (Distractor),distractor
2411.08763v2,Distractor:2411.08763v2,2411.08763v2.pdf,N/A (Distractor),True,13962.1,0,N/A (Distractor),distractor
2405.09824v2,Distractor:2405.09824v2,2405.09824v2.pdf,N/A (Distractor),True,444.5,0,N/A (Distractor),distractor
2412.16980v3,Distractor:2412.16980v3,2412.16980v3.pdf,N/A (Distractor),True,395.3,0,N/A (Distractor),distractor
2403.04841v3,Distractor:2403.04841v3,2403.04841v3.pdf,N/A (Distractor),True,1191.9,0,N/A (Distractor),distractor
2406.19106v2,Distractor:2406.19106v2,2406.19106v2.pdf,N/A (Distractor),True,2139.0,0,N/A (Distractor),distractor
2406.07290v2,Distractor:2406.07290v2,2406.07290v2.pdf,N/A (Distractor),True,253.2,0,N/A (Distractor),distractor
2405.13844v3,Distractor:2405.13844v3,2405.13844v3.pdf,N/A (Distractor),True,4957.9,0,N/A (Distractor),distractor
2412.12213v1,Distractor:2412.12213v1,2412.12213v1.pdf,N/A (Distractor),True,10698.0,0,N/A (Distractor),distractor
2411.04684v2,Distractor:2411.04684v2,2411.04684v2.pdf,N/A (Distractor),True,4946.5,0,N/A (Distractor),distractor
2411.03955v1,Distractor:2411.03955v1,2411.03955v1.pdf,N/A (Distractor),True,172.1,0,N/A (Distractor),distractor
2412.05910v3,Distractor:2412.05910v3,2412.05910v3.pdf,N/A (Distractor),True,4253.4,0,N/A (Distractor),distractor
2404.11345v4,Distractor:2404.11345v4,2404.11345v4.pdf,N/A (Distractor),True,1814.0,0,N/A (Distractor),distractor
2411.05257v2,Distractor:2411.05257v2,2411.05257v2.pdf,N/A (Distractor),True,17048.6,0,N/A (Distractor),distractor
2401.08016v2,Distractor:2401.08016v2,2401.08016v2.pdf,N/A (Distractor),True,3547.6,0,N/A (Distractor),distractor
2402.16901v2,Distractor:2402.16901v2,2402.16901v2.pdf,N/A (Distractor),True,10849.7,0,N/A (Distractor),distractor
2411.14464v3,Distractor:2411.14464v3,2411.14464v3.pdf,N/A (Distractor),True,2017.6,0,N/A (Distractor),distractor
2405.06500v3,Distractor:2405.06500v3,2405.06500v3.pdf,N/A (Distractor),True,2474.1,0,N/A (Distractor),distractor
2403.04433v4,Distractor:2403.04433v4,2403.04433v4.pdf,N/A (Distractor),True,414.4,0,N/A (Distractor),distractor
2412.03896v3,Distractor:2412.03896v3,2412.03896v3.pdf,N/A (Distractor),True,18015.1,0,N/A (Distractor),distractor
2410.09795v5,Distractor:2410.09795v5,2410.09795v5.pdf,N/A (Distractor),True,1877.8,0,N/A (Distractor),distractor
2402.00652v4,Distractor:2402.00652v4,2402.00652v4.pdf,N/A (Distractor),True,12345.7,0,N/A (Distractor),distractor
2409.12728v5,Distractor:2409.12728v5,2409.12728v5.pdf,N/A (Distractor),True,11649.3,0,N/A (Distractor),distractor
2411.13766v4,Distractor:2411.13766v4,2411.13766v4.pdf,N/A (Distractor),True,804.8,0,N/A (Distractor),distractor
2409.10348v3,Distractor:2409.10348v3,2409.10348v3.pdf,N/A (Distractor),True,642.8,0,N/A (Distractor),distractor
2411.07258v2,Distractor:2411.07258v2,2411.07258v2.pdf,N/A (Distractor),True,7686.1,0,N/A (Distractor),distractor
2412.05620v2,Distractor:2412.05620v2,2412.05620v2.pdf,N/A (Distractor),True,7551.1,0,N/A (Distractor),distractor
2411.18463v3,Distractor:2411.18463v3,2411.18463v3.pdf,N/A (Distractor),True,13062.6,0,N/A (Distractor),distractor
2410.14413v2,Distractor:2410.14413v2,2410.14413v2.pdf,N/A (Distractor),True,1660.5,0,N/A (Distractor),distractor
2409.07015v5,Distractor:2409.07015v5,2409.07015v5.pdf,N/A (Distractor),True,5268.3,0,N/A (Distractor),distractor
2404.04439v2,Distractor:2404.04439v2,2404.04439v2.pdf,N/A (Distractor),True,2639.0,0,N/A (Distractor),distractor
2411.13784v2,Distractor:2411.13784v2,2411.13784v2.pdf,N/A (Distractor),True,1432.1,0,N/A (Distractor),distractor
2402.06806v3,Distractor:2402.06806v3,2402.06806v3.pdf,N/A (Distractor),True,2574.4,0,N/A (Distractor),distractor
2411.06986v2,Distractor:2411.06986v2,2411.06986v2.pdf,N/A (Distractor),True,1078.3,0,N/A (Distractor),distractor
2411.16841v2,Distractor:2411.16841v2,2411.16841v2.pdf,N/A (Distractor),True,455.7,0,N/A (Distractor),distractor
2409.05144v3,Distractor:2409.05144v3,2409.05144v3.pdf,N/A (Distractor),True,3243.9,0,N/A (Distractor),distractor
2411.07001v3,Distractor:2411.07001v3,2411.07001v3.pdf,N/A (Distractor),True,611.9,0,N/A (Distractor),distractor
